# error-message-inventory.csv -- user-facing error strings inventory (API error envelope messages + UI-defined fallback/boundary text). Scope EXCLUDES src/domains/import/, src/app/(app)/import/, and src/app/api/import/ -- owned by another workstream, not touched or inventoried here. harm_rank: 1=worst (no idea what to do), 2=wrong cause stated, 3=raw/technical leakage, 4=terse but honest, 5=already clear (lower priority). verified=yes means a test proves the route in reachable_state renders proposed_message; blank = not yet addressed by this pass of the loop.
id,source_file,line,code,current_message,surface,reachable_state,harm_rank,proposed_message,verified
ui-022,src/app/(app)/lists/[id]/components/publish-modal.tsx,103,(client fallback),Unpublish failed.,ui,POST /api/wine-lists/:id/publish (unpublish) response has no server message to display,4,,
ui-023,src/app/(app)/lists/[id]/components/publish-modal.tsx,142,(client fallback),Failed to update slug.,ui,PATCH slug on wine list publish modal returns no server message to display,4,,
ui-024,src/app/(app)/reconcile-queue/reconcile-queue-client.tsx,14,(client fallback),Queue unavailable.,ui,Reconcile queue data hook errors with no message and no data loaded,4,,
api-025,src/app/api/bins/[id]/route.ts,246,bad_request,No valid fields to update.,api,PATCH /api/bins/:id,4,,
api-026,src/app/api/cellar/[id]/route.ts,44,bad_request,No valid fields to update.,api,PATCH /api/cellar/:id,4,,
api-027,src/app/api/cellar/[id]/route.ts,64,internal_error,Update failed.,api,PATCH /api/cellar/:id,4,,
api-028,src/app/api/cellar/batch-section/route.ts,30,bad_request,Invalid JSON.,api,POST /api/cellar/batch-section,4,,
api-029,src/app/api/cellar/batch-section/route.ts,35,validation_error,Invalid input.,api,POST /api/cellar/batch-section,4,,
api-030,src/app/api/cellar/config/route.ts,73,bad_request,Invalid JSON.,api,POST /api/cellar/config,4,,
api-031,src/app/api/cellar/config/route.ts,130,bad_request,Invalid JSON.,api,PATCH /api/cellar/config,4,,
api-032,src/app/api/cellar/route.ts,53,bad_request,Invalid JSON.,api,POST /api/cellar,4,,
api-033,src/app/api/cellar/route.ts,58,validation_error,Invalid input.,api,POST /api/cellar,4,,
api-034,src/app/api/pour/route.ts,99,internal_error,Pour failed.,api,POST /api/pour,4,,
api-035,src/app/api/pour/undo/route.ts,65,internal_error,Undo failed.,api,POST /api/pour/undo,4,,
api-036,src/app/api/reconcile-queue/accept/route.ts,63,internal_error,Reconciliation failed.,api,? /api/reconcile-queue/accept,4,,
api-037,src/app/api/reconcile/route.ts,80,internal_error,Reconcile failed.,api,POST /api/reconcile,4,,
api-038,src/app/api/restaurant/[id]/route.ts,101,bad_request,No valid fields.,api,PATCH /api/restaurant/:id,4,,
api-039,src/app/api/team/accept-invite/route.ts,57,bad_request,Invalid JSON.,api,POST /api/team/accept-invite,4,,
api-040,src/app/api/team/invite/route.ts,26,bad_request,Invalid JSON.,api,POST /api/team/invite,4,,
api-041,src/app/api/team/members/[id]/route.ts,23,bad_request,Invalid JSON.,api,PATCH /api/team/members/:id,4,,
api-042,src/app/api/wine-list-items/[id]/route.ts,39,internal_error,Delete failed.,api,DELETE /api/wine-list-items/:id,4,,
api-043,src/app/api/wine-list-items/[id]/route.ts,82,bad_request,Invalid JSON.,api,PATCH /api/wine-list-items/:id,4,,
api-044,src/app/api/wine-list-items/[id]/route.ts,87,validation_error,Invalid body.,api,PATCH /api/wine-list-items/:id,4,,
api-045,src/app/api/wine-list-items/[id]/route.ts,91,bad_request,No valid fields.,api,PATCH /api/wine-list-items/:id,4,,
api-046,src/app/api/wine-list-items/[id]/route.ts,110,internal_error,Update failed.,api,PATCH /api/wine-list-items/:id,4,,
api-047,src/app/api/wine-list-items/reorder/route.ts,28,bad_request,Invalid JSON.,api,PATCH /api/wine-list-items/reorder,4,,
api-048,src/app/api/wine-list-items/reorder/route.ts,50,internal_error,Reorder failed.,api,PATCH /api/wine-list-items/reorder,4,,
api-049,src/app/api/wine-list-items/route.ts,27,bad_request,Invalid JSON.,api,POST /api/wine-list-items,4,,
api-050,src/app/api/wine-list-sections/[id]/route.ts,31,bad_request,Invalid JSON.,api,PATCH /api/wine-list-sections/:id,4,,
api-051,src/app/api/wine-list-sections/[id]/route.ts,36,validation_error,Invalid body.,api,PATCH /api/wine-list-sections/:id,4,,
api-052,src/app/api/wine-list-sections/[id]/route.ts,54,internal_error,Update failed.,api,PATCH /api/wine-list-sections/:id,4,,
api-053,src/app/api/wine-list-sections/[id]/route.ts,84,internal_error,Delete failed.,api,DELETE /api/wine-list-sections/:id,4,,
api-054,src/app/api/wine-list-sections/reorder/route.ts,20,bad_request,Invalid JSON.,api,PATCH /api/wine-list-sections/reorder,4,,
api-055,src/app/api/wine-list-sections/reorder/route.ts,48,internal_error,Reorder failed.,api,PATCH /api/wine-list-sections/reorder,4,,
api-056,src/app/api/wine-list-sections/route.ts,32,bad_request,Invalid JSON.,api,POST /api/wine-list-sections,4,,
api-057,src/app/api/wine-list-sections/route.ts,37,validation_error,Invalid body.,api,POST /api/wine-list-sections,4,,
api-058,src/app/api/wine-list-sections/route.ts,58,internal_error,Lookup failed.,api,POST /api/wine-list-sections,4,,
api-059,src/app/api/wine-list-sections/route.ts,79,internal_error,Count failed.,api,POST /api/wine-list-sections,4,,
api-060,src/app/api/wine-list-sections/route.ts,96,internal_error,Insert failed.,api,POST /api/wine-list-sections,4,,
api-061,src/app/api/wine-lists/[id]/clone/route.ts,70,internal_error,Clone failed.,api,POST /api/wine-lists/:id/clone,4,,
api-062,src/app/api/wine-lists/[id]/clone/route.ts,94,internal_error,Clone failed.,api,POST /api/wine-lists/:id/clone,4,,
api-063,src/app/api/wine-lists/[id]/clone/route.ts,117,internal_error,Clone failed.,api,POST /api/wine-lists/:id/clone,4,,
api-064,src/app/api/wine-lists/[id]/clone/route.ts,153,internal_error,Clone failed.,api,POST /api/wine-lists/:id/clone,4,,
api-065,src/app/api/wine-lists/[id]/publish/route.ts,114,internal_error,Publish failed.,api,POST /api/wine-lists/:id/publish,4,,
api-066,src/app/api/wine-lists/[id]/publish/route.ts,156,internal_error,Unpublish failed.,api,DELETE /api/wine-lists/:id/publish,4,,
api-067,src/app/api/wine-lists/[id]/route.ts,40,bad_request,Invalid JSON.,api,PATCH /api/wine-lists/:id,4,,
api-068,src/app/api/wine-lists/[id]/route.ts,86,bad_request,No valid fields to update.,api,PATCH /api/wine-lists/:id,4,,
api-069,src/app/api/wine-lists/[id]/route.ts,102,internal_error,Update failed.,api,PATCH /api/wine-lists/:id,4,,
api-070,src/app/api/wine-lists/[id]/route.ts,141,internal_error,Delete failed.,api,DELETE /api/wine-lists/:id,4,,
api-071,src/app/api/wine-lists/[id]/route.ts,166,internal_error,Delete failed.,api,DELETE /api/wine-lists/:id,4,,
api-072,src/app/api/wine-lists/[id]/route.ts,183,internal_error,Delete failed.,api,DELETE /api/wine-lists/:id,4,,
api-073,src/app/api/wine-lists/[id]/route.ts,198,internal_error,Delete failed.,api,DELETE /api/wine-lists/:id,4,,
api-074,src/app/api/wine-lists/[id]/route.ts,214,internal_error,Delete failed.,api,DELETE /api/wine-lists/:id,4,,
api-075,src/app/api/wine-lists/route.ts,24,bad_request,Invalid JSON.,api,POST /api/wine-lists,4,,
api-076,src/app/api/wines/[id]/availability/route.ts,44,bad_request,Invalid JSON.,api,PATCH /api/wines/:id/availability,4,,
api-077,src/app/api/wines/[id]/availability/route.ts,49,validation_error,Invalid body.,api,PATCH /api/wines/:id/availability,4,,
api-078,src/app/api/wines/[id]/availability/route.ts,69,internal_error,Lookup failed.,api,PATCH /api/wines/:id/availability,4,,
api-079,src/app/api/wines/[id]/availability/route.ts,93,internal_error,Update failed.,api,PATCH /api/wines/:id/availability,4,,
api-080,src/app/api/wines/[id]/dismiss-pricing-alert/route.ts,64,internal_error,Lookup failed.,api,POST /api/wines/:id/dismiss-pricing-alert,4,,
api-081,src/app/api/wines/[id]/overpaid/route.ts,40,internal_error,Lookup failed.,api,POST /api/wines/:id/overpaid,4,,
api-082,src/app/api/wines/[id]/pricing-targets/route.ts,55,bad_request,Invalid JSON.,api,PATCH /api/wines/:id/pricing-targets,4,,
api-083,src/app/api/wines/[id]/pricing-targets/route.ts,60,validation_error,Invalid body.,api,PATCH /api/wines/:id/pricing-targets,4,,
api-084,src/app/api/wines/[id]/pricing-targets/route.ts,64,bad_request,No valid fields.,api,PATCH /api/wines/:id/pricing-targets,4,,
api-085,src/app/api/wines/[id]/pricing-targets/route.ts,95,internal_error,Update failed.,api,PATCH /api/wines/:id/pricing-targets,4,,
api-086,src/app/api/wines/[id]/route.ts,70,bad_request,Invalid JSON.,api,PATCH /api/wines/:id,4,,
api-087,src/app/api/wines/[id]/route.ts,75,validation_error,Invalid input.,api,PATCH /api/wines/:id,4,,
api-088,src/app/api/wines/[id]/route.ts,80,bad_request,No valid fields to update.,api,PATCH /api/wines/:id,4,,
api-089,src/app/api/wines/[id]/route.ts,116,internal_error,Update failed.,api,PATCH /api/wines/:id,4,,
api-090,src/app/api/wines/[id]/snooze-alert/route.ts,74,internal_error,Lookup failed.,api,POST /api/wines/:id/snooze-alert,4,,
api-091,src/app/api/wines/create-from-lwin/route.ts,24,bad_request,Invalid JSON.,api,POST /api/wines/create-from-lwin,4,,
api-092,src/app/api/wines/merge/route.ts,34,invalid_json,Invalid JSON.,api,POST /api/wines/merge,4,,
api-093,src/app/api/wines/merge/route.ts,38,validation_error,Invalid input.,api,POST /api/wines/merge,4,,
api-094,src/app/api/wines/merge/route.ts,112,internal_error,Merge failed.,api,POST /api/wines/merge,4,,
api-095,src/app/api/wines/refresh-retail-batch/route.ts,71,internal_error,Lookup failed.,api,POST /api/wines/refresh-retail-batch,4,,
api-096,src/app/api/wines/search/route.ts,104,internal_error,Search failed.,api,GET /api/wines/search,4,,
ui-097,src/app/(app)/lists/wine-list-landing.tsx,123,(client fallback),Couldn't delete wine list.,ui,DELETE /api/wine-lists/:id response has no server message to display,5,,
api-098,src/app/api/bins/[id]/route.ts,156,duplicate_bin_code,A bin with that code already exists.,api,? /api/bins/:id,5,,
api-099,src/app/api/bins/[id]/route.ts,163,internal_error,Failed to update bin.,api,? /api/bins/:id,5,,
api-100,src/app/api/bins/[id]/route.ts,177,internal_error,Failed to read bin.,api,? /api/bins/:id,5,,
api-101,src/app/api/bins/[id]/route.ts,179,not_found,Bin not found.,api,? /api/bins/:id,5,,
api-102,src/app/api/bins/[id]/route.ts,186,bin_changed,Bin changed; retry.,api,? /api/bins/:id,5,,
api-103,src/app/api/bins/[id]/route.ts,227,internal_error,Failed to mirror bin code.,api,? /api/bins/:id,5,,
api-104,src/app/api/bins/[id]/route.ts,265,not_found,Bin not found.,api,PATCH /api/bins/:id,5,,
api-105,src/app/api/bins/route.ts,71,internal_error,Failed to fetch bins.,api,GET /api/bins,5,,
api-106,src/app/api/bins/route.ts,86,internal_error,Failed to fetch bin occupancy.,api,GET /api/bins,5,,
api-107,src/app/api/bins/route.ts,116,duplicate_bin_code,A bin with that code already exists.,api,POST /api/bins,5,,
api-108,src/app/api/bins/route.ts,126,internal_error,Failed to create bin.,api,POST /api/bins,5,,
api-109,src/app/api/bins/suggest/route.ts,144,internal_error,Failed to fetch wine.,api,GET /api/bins/suggest,5,,
api-110,src/app/api/bins/suggest/route.ts,146,not_found,Wine not found.,api,GET /api/bins/suggest,5,,
api-111,src/app/api/bins/suggest/route.ts,154,internal_error,Failed to fetch bins.,api,GET /api/bins/suggest,5,,
api-112,src/app/api/bins/suggest/route.ts,167,internal_error,Failed to fetch bin inventory.,api,GET /api/bins/suggest,5,,
api-113,src/app/api/brand-kit/propose/route.ts,65,not_found,Brand kit not found.,api,POST /api/brand-kit/propose,5,,
api-114,src/app/api/brand-kit/propose/route.ts,66,not_found,Wine list not found.,api,POST /api/brand-kit/propose,5,,
api-115,src/app/api/brand-kit/propose/route.ts,70,invalid_brand_palette,The saved brand palette is invalid. Upload the logo again.,api,POST /api/brand-kit/propose,5,,
api-116,src/app/api/brand-kit/propose/route.ts,93,bad_gateway,"Theme generation returned fewer than 3 accessible, uniquely named designs after retrying. Try again.",api,POST /api/brand-kit/propose,5,,
api-117,src/app/api/brand-kit/route.ts,32,bad_request,Logo file is empty.,api,POST /api/brand-kit,5,,
api-118,src/app/api/brand-kit/route.ts,33,too_large,Logo must be under 2 MB.,api,POST /api/brand-kit,5,,
api-119,src/app/api/brand-kit/route.ts,35,unsupported_logo_format,(dynamic) SUPPORTED_LOGO_MESSAGE,api,POST /api/brand-kit,5,,
api-120,src/app/api/brand-kit/route.ts,43,invalid_logo,(dynamic) `The logo could not be decoded. ${SUPPORTED_LOGO_MESSAGE}`,api,POST /api/brand-kit,5,,
api-121,src/app/api/cellar-health/recompute/route.ts,26,internal_error,Cellar health recompute is unavailable.,api,POST /api/cellar-health/recompute,5,,
api-122,src/app/api/cellar-health/recompute/route.ts,43,internal_error,Cellar health recompute failed.,api,POST /api/cellar-health/recompute,5,,
api-123,src/app/api/cellar/[id]/route.ts,68,not_found,Inventory item not found.,api,PATCH /api/cellar/:id,5,,
api-124,src/app/api/cellar/[id]/route.ts,105,not_found,Wine not found.,api,DELETE /api/cellar/:id,5,,
api-125,src/app/api/cellar/[id]/route.ts,116,internal_error,Failed to check pour history.,api,DELETE /api/cellar/:id,5,,
api-126,src/app/api/cellar/[id]/route.ts,119,wine_has_pours,"(dynamic) `Cannot delete ""${wine.producer} ${wine.name}"" — it has ${pourCount} pour event${pourCount === 1 ? """" : ""s""}.`",api,DELETE /api/cellar/:id,5,,
api-127,src/app/api/cellar/[id]/route.ts,133,internal_error,Failed to check inventory.,api,DELETE /api/cellar/:id,5,,
api-128,src/app/api/cellar/[id]/route.ts,136,wine_has_inventory,"(dynamic) `Cannot delete ""${wine.producer} ${wine.name}"" — it has ${invCount} inventory item${invCount === 1 ? """" : ""s""}. 86 the wine instead.`",api,DELETE /api/cellar/:id,5,,
api-129,src/app/api/cellar/[id]/route.ts,150,internal_error,Failed to check wine list references.,api,DELETE /api/cellar/:id,5,,
api-130,src/app/api/cellar/[id]/route.ts,153,wine_on_lists,"(dynamic) `Cannot delete ""${wine.producer} ${wine.name}"" — it appears on ${wliCount} wine list${wliCount === 1 ? """" : ""s""}. Remove it from lists first.`",api,DELETE /api/cellar/:id,5,,
api-131,src/app/api/cellar/[id]/route.ts,168,internal_error,Failed to check scan references.,api,DELETE /api/cellar/:id,5,,
api-132,src/app/api/cellar/[id]/route.ts,171,wine_from_scan,"(dynamic) `Cannot delete ""${wine.producer} ${wine.name}"" — it was imported via ${scanRefs.length} invoice scan${scanRefs.length === 1 ? """" : ""s""}. Remove the scan record first.`",api,DELETE /api/cellar/:id,5,,
api-133,src/app/api/cellar/[id]/route.ts,191,internal_error,Failed to delete wine.,api,DELETE /api/cellar/:id,5,,
api-134,src/app/api/cellar/[id]/section/route.ts,52,not_found,Wine not found.,api,PATCH /api/cellar/:id/section,5,,
api-135,src/app/api/cellar/[id]/section/route.ts,68,internal_error,Failed to update section.,api,PATCH /api/cellar/:id/section,5,,
api-136,src/app/api/cellar/batch-section/route.ts,49,internal_error,Failed to verify wines.,api,POST /api/cellar/batch-section,5,,
api-137,src/app/api/cellar/batch-section/route.ts,53,bad_request,One or more wines not found in your restaurant.,api,POST /api/cellar/batch-section,5,,
api-138,src/app/api/cellar/batch-section/route.ts,69,internal_error,Failed to update sections.,api,POST /api/cellar/batch-section,5,,
api-139,src/app/api/cellar/config/route.ts,57,internal_error,Failed to fetch cellar configuration.,api,GET /api/cellar/config,5,,
api-140,src/app/api/cellar/config/route.ts,78,bad_request,"(dynamic) parsed.error.issues[0]?.message ?? ""Invalid input.""",api,POST /api/cellar/config,5,,
api-141,src/app/api/cellar/config/route.ts,102,internal_error,Failed to create cellar configuration.,api,POST /api/cellar/config,5,,
api-142,src/app/api/cellar/config/route.ts,135,validation_error,Invalid sections.,api,PATCH /api/cellar/config,5,,
api-143,src/app/api/cellar/config/route.ts,142,bad_request,Provide sections and/or pour_defaults.,api,PATCH /api/cellar/config,5,,
api-144,src/app/api/cellar/config/route.ts,185,internal_error,Failed to create cellar configuration.,api,PATCH /api/cellar/config,5,,
api-145,src/app/api/cellar/config/route.ts,217,internal_error,Failed to update cellar configuration.,api,PATCH /api/cellar/config,5,,
api-146,src/app/api/cellar/grid/route.ts,26,internal_error,Failed to fetch grid data.,api,GET /api/cellar/grid,5,,
api-147,src/app/api/cellar/route.ts,92,internal_error,Failed to create wine.,api,POST /api/cellar,5,,
api-148,src/app/api/cellar/route.ts,119,internal_error,Failed to add wine to inventory.,api,POST /api/cellar,5,,
api-149,src/app/api/cellar/voice-resolve/handler.ts,104,too_large,Voice recording must be under 2 MB.,api,? /api/cellar/voice-resolve,5,,
api-150,src/app/api/cellar/voice-resolve/handler.ts,112,bad_request,Voice recording is empty.,api,? /api/cellar/voice-resolve,5,,
api-151,src/app/api/cellar/voice-resolve/handler.ts,114,too_large,Voice recording must be under 2 MB.,api,? /api/cellar/voice-resolve,5,,
api-152,src/app/api/cellar/voice-resolve/handler.ts,118,unsupported_media_type,Use WebM/Opus or MP4/AAC audio.,api,? /api/cellar/voice-resolve,5,,
api-153,src/app/api/dev-login/route.ts,42,bad_gateway,Temporary login unavailable.,api,? /api/dev-login,5,,
api-154,src/app/api/insights/csv/route.ts,182,internal_error,Failed to generate CSV export.,api,GET /api/insights/csv,5,,
api-155,src/app/api/insights/drink-window-alerts/route.ts,36,internal_error,Failed to fetch alerts.,api,GET /api/insights/drink-window-alerts,5,,
api-156,src/app/api/insights/pour/route.ts,224,internal_error,Failed to load pour analytics.,api,GET /api/insights/pour,5,,
api-157,src/app/api/insights/pricing-review/route.ts,36,internal_error,Failed to fetch pricing alerts.,api,GET /api/insights/pricing-review,5,,
api-158,src/app/api/insights/route.ts,104,internal_error,Failed to load insights data.,api,GET /api/insights,5,,
api-159,src/app/api/insights/snoozed/route.ts,109,internal_error,Failed to fetch snoozed alerts.,api,GET /api/insights/snoozed,5,,
api-160,src/app/api/open-bottles/[id]/close/route.ts,61,not_found,Bottle not found.,api,POST /api/open-bottles/:id/close,5,,
api-161,src/app/api/open-bottles/[id]/close/route.ts,67,already_closed,Bottle is already closed.,api,POST /api/open-bottles/:id/close,5,,
api-162,src/app/api/open-bottles/[id]/close/route.ts,70,internal_error,Failed to close bottle.,api,POST /api/open-bottles/:id/close,5,,
api-163,src/app/api/open-bottles/close/route.ts,35,writeoff_reason_required,A reason code is required for a write-off.,api,POST /api/open-bottles/close,5,,
api-164,src/app/api/open-bottles/close/route.ts,53,open_bottle_not_found,Open bottle not found.,api,POST /api/open-bottles/close,5,,
api-165,src/app/api/open-bottles/close/route.ts,68,internal_error,Failed to close bottle.,api,POST /api/open-bottles/close,5,,
api-166,src/app/api/open-bottles/close/route.ts,79,wine_not_found,Wine not found.,api,POST /api/open-bottles/close,5,,
api-167,src/app/api/open-bottles/close/route.ts,81,open_bottle_not_found,Open bottle not found.,api,POST /api/open-bottles/close,5,,
api-168,src/app/api/open-bottles/close/route.ts,85,wine_size_unknown,Wine bottle size is unknown.,api,POST /api/open-bottles/close,5,,
api-169,src/app/api/open-bottles/close/route.ts,87,invalid_actual_remaining,Actual remaining volume is outside the bottle's capacity.,api,POST /api/open-bottles/close,5,,
api-170,src/app/api/open-bottles/close/route.ts,93,invalid_writeoff_amount,Write-off must not exceed the actual remaining volume.,api,POST /api/open-bottles/close,5,,
api-171,src/app/api/open-bottles/close/route.ts,99,writeoff_reason_required,A reason code is required for a write-off.,api,POST /api/open-bottles/close,5,,
api-172,src/app/api/open-bottles/close/route.ts,105,invalid_reason_code,Reason code must be an active spoilage or adjustment reason.,api,POST /api/open-bottles/close,5,,
api-173,src/app/api/open-bottles/route.ts,62,not_found,Wine not found.,api,POST /api/open-bottles,5,,
api-174,src/app/api/open-bottles/route.ts,86,no_sealed_stock,No sealed bottles available to open.,api,POST /api/open-bottles,5,,
api-175,src/app/api/open-bottles/route.ts,112,internal_error,Failed to open bottle.,api,POST /api/open-bottles,5,,
api-176,src/app/api/open-bottles/route.ts,123,internal_error,Failed to open bottle.,api,POST /api/open-bottles,5,,
api-177,src/app/api/open-bottles/route.ts,145,internal_error,Failed to open bottle.,api,POST /api/open-bottles,5,,
api-178,src/app/api/open-bottles/route.ts,167,internal_error,Failed to open bottle.,api,POST /api/open-bottles,5,,
api-179,src/app/api/pdf/route.ts,57,not_found,Wine list not found.,api,POST /api/pdf,5,,
api-180,src/app/api/pdf/route.ts,60,pdf_generation_failed,PDF generation failed.,api,POST /api/pdf,5,,
api-181,src/app/api/pour/route.ts,63,not_found,Wine not found.,api,POST /api/pour,5,,
api-182,src/app/api/pour/route.ts,93,no_inventory,No inventory available.,api,POST /api/pour,5,,
api-183,src/app/api/pour/undo/route.ts,59,not_found,Pour to undo not found.,api,POST /api/pour/undo,5,,
api-184,src/app/api/pricing-recommendations/recompute/route.ts,26,internal_error,Pricing recommendations recompute is unavailable.,api,POST /api/pricing-recommendations/recompute,5,,
api-185,src/app/api/pricing-recommendations/recompute/route.ts,43,internal_error,Pricing recommendations recompute failed.,api,POST /api/pricing-recommendations/recompute,5,,
api-186,src/app/api/reconcile-queue/accept/route.ts,56,not_found,Reconcile subject not found.,api,? /api/reconcile-queue/accept,5,,
api-187,src/app/api/reconcile-queue/undo/route.ts,14,not_found,Reconcile batch not found.,api,? /api/reconcile-queue/undo,5,,
api-188,src/app/api/reconcile-queue/undo/route.ts,18,internal_error,Reconcile undo failed.,api,? /api/reconcile-queue/undo,5,,
api-189,src/app/api/reconcile/route.ts,77,EXCEEDS_SIZE,new_remaining_ml exceeds bottle size.,api,POST /api/reconcile,5,,
api-190,src/app/api/restaurant/[id]/route.ts,34,forbidden,Not a member of this restaurant.,api,GET /api/restaurant/:id,5,,
api-191,src/app/api/restaurant/[id]/route.ts,61,forbidden,Not a member of this restaurant.,api,PUT /api/restaurant/:id,5,,
api-192,src/app/api/scan-bottle/confirm/route.ts,42,wine_not_found,Wine not found or not in your restaurant.,api,POST /api/scan-bottle/confirm,5,,
api-193,src/app/api/scan-bottle/route.ts,65,wine_not_found,No wine found for that QR code. It may have been deleted.,api,POST /api/scan-bottle,5,,
api-194,src/app/api/scan-bottle/route.ts,73,cross_tenant_qr,This QR code belongs to a different restaurant.,api,POST /api/scan-bottle,5,,
api-195,src/app/api/scan-bottle/route.ts,97,bad_request,Empty file.,api,POST /api/scan-bottle,5,,
api-196,src/app/api/scan-bottle/route.ts,100,too_large,File exceeds 20 MB.,api,POST /api/scan-bottle,5,,
api-197,src/app/api/scan-bottle/route.ts,103,unsupported_media_type,"(dynamic) `Unsupported file type: ${file.type || ""unknown""}. Use JPEG or PNG.`",api,POST /api/scan-bottle,5,,
api-198,src/app/api/scan-bottle/route.ts,144,parse_failed,Could not identify the wine from this photo. Try a clearer photo of the label.,api,POST /api/scan-bottle,5,,
api-199,src/app/api/scan-bottle/route.ts,166,rate_limited,Rate limited. Wait a minute and try again.,api,POST /api/scan-bottle,5,,
api-200,src/app/api/scan-bottle/route.ts,169,bad_request,Could not process this photo. Try a different angle or better lighting.,api,POST /api/scan-bottle,5,,
api-201,src/app/api/scan-bottle/route.ts,172,bad_gateway,The AI service encountered an error. Please try again.,api,POST /api/scan-bottle,5,,
api-202,src/app/api/scan-bottle/route.ts,179,internal_error,Something went wrong identifying the wine.,api,POST /api/scan-bottle,5,,
api-203,src/app/api/scan/route.ts,101,rate_limited,Too many scan requests. Please wait before scanning again.,api,POST /api/scan,5,,
api-204,src/app/api/scan/route.ts,133,unsupported_media_type,"Unsupported file type: ."" +
          (ext || ""unknown"") +
          "". Allowed: jpeg, png, heic, pdf.",api,POST /api/scan,5,,
api-205,src/app/api/scan/route.ts,140,not_found,Image not found.,api,POST /api/scan,5,,
api-206,src/app/api/scan/route.ts,234,bad_request,(dynamic) `Select up to ${MAX_INVOICE_PAGES} pages per invoice scan. You selected ${files.length}.`,api,POST /api/scan,5,,
api-207,src/app/api/scan/route.ts,239,bad_request,Empty file.,api,POST /api/scan,5,,
api-208,src/app/api/scan/route.ts,241,too_large,File exceeds 10 MB.,api,POST /api/scan,5,,
api-209,src/app/api/scan/route.ts,244,unsupported_media_type,"Unsupported file type: "" + (pageFile.type || ""unknown"") + "".",api,POST /api/scan,5,,
